year,area,latitude,longitude,outbreak,file_name,study
1756,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1757,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1758,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1759,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1760,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1761,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1762,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1763,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1764,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1765,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1766,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1767,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1768,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1769,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1770,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1771,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1772,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1773,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1774,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1775,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1776,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1777,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1778,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1779,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1780,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1781,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1782,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1783,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1784,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1785,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1786,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1787,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1788,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1789,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1790,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1791,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1792,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1793,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1794,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1795,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1796,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1797,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1798,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1799,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1800,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1801,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1802,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1803,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1804,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1805,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1806,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1807,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1808,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1809,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1810,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1811,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1812,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1813,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1814,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1815,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1816,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1817,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1818,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1819,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1820,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1821,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1822,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1823,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1824,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1825,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1826,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1827,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1828,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1829,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1830,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1831,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1832,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1833,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1834,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1835,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1836,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1837,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1838,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1839,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1840,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1841,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1842,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1843,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1844,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1845,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1846,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1847,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1848,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1849,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1850,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1851,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1852,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1853,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1854,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1855,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1856,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1857,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1858,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1859,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1860,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1861,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1862,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1863,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1864,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1865,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1866,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1867,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1868,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1869,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1870,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1871,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1872,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1873,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1874,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1875,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1876,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1877,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1878,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1879,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1880,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1881,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1882,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1883,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1884,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1885,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1886,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1887,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1888,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1889,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1890,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1891,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1892,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1893,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1894,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1895,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1896,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1897,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1898,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1899,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1900,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1901,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1902,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1903,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1904,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1905,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1906,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1907,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1908,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1909,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1910,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1911,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1912,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1913,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1914,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1915,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1916,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1917,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1918,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1919,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1920,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1921,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1922,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1923,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1924,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1925,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1926,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1927,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1928,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1929,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1930,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1931,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1932,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1933,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1934,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1935,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1936,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1937,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1938,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1939,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1940,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1941,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1942,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1943,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1944,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1945,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1946,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1947,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1948,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1949,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1950,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1951,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1952,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1953,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1954,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1955,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1956,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1957,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1958,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1959,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1960,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1961,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1962,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1963,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1964,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1965,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1966,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1967,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1968,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1969,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1970,central british columbia,52.1292657,-122.1397259,0,PMC9110339.pdf,
1971,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1972,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1973,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1974,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1975,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1975,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1976,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1976,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1977,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1977,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1978,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1978,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1979,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1980,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1981,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1981,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1982,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1982,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
1983,central british columbia,52.1292657,-122.1397259,1,PMC9110339.pdf,
