area,Latitude,Longitude,Year,Outbreak,Source,File Name
eastern and southeastern quebec,48.450155,-68.529968,1918,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1919,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1920,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1921,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1922,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1923,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1924,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1925,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1926,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1927,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1928,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1929,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1930,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1935,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1936,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1937,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1938,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1939,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1940,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1941,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1942,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1943,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1944,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1945,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1946,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1947,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1948,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1949,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1950,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1951,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1952,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1953,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1954,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1955,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1956,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1957,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1958,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1959,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1960,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1961,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1962,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1963,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1964,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
eastern and southeastern quebec,48.450155,-68.529968,1965,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1905,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1906,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1907,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1908,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1909,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1910,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1911,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1912,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1913,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1914,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1915,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1916,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1917,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1918,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1919,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1920,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1921,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1922,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1923,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1924,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1925,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1926,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1927,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1928,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1929,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1930,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1935,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1936,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1937,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1938,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1939,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1940,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1941,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1942,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1943,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1944,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1945,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1946,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1947,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1948,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1949,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1950,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1951,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1952,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1953,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1954,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1955,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1956,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1957,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1958,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1959,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1960,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1961,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1962,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1963,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1964,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
northern quebec,49.9137407,-74.3713954,1965,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1968,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1969,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1970,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1971,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1972,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1973,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1974,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1975,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1976,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1977,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1978,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1979,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1980,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1981,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1982,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1983,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1984,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1985,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1986,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1987,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southwestern quebec,48.1023356,-77.7875715,1988,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1858,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1859,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1860,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1861,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1862,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1863,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1864,1,dendrochronological samples from tree cores,Blais 1954.pdf
"ottawa river valley, quebec",45.4277659,-75.710976,1910,1,dendrochronological samples from tree cores,Blais 1981.pdf
"ottawa river valley, quebec",45.4277659,-75.710976,1940,1,dendrochronological samples from tree cores,Blais 1981.pdf
"ottawa river valley, quebec",45.4277659,-75.710976,1967,1,dendrochronological samples from tree cores,Blais 1981.pdf
"southern quebec, canada",45.5031824,-73.5698065,1564,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1565,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1566,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1567,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1568,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1569,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1570,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1571,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1572,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1573,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1574,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1575,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1576,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1577,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1578,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1606,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1607,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1608,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1609,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1610,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1611,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1612,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1613,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1614,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1615,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1616,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1617,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1618,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1619,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1630,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1631,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1632,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1633,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1634,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1635,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1636,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1637,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1638,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1647,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1648,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
