area,Latitude,Longitude,Year,Outbreak,Source,File Name
southern quebec,45.5031824,-73.5698065,1924,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1925,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1926,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1927,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1928,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1929,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1930,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1935,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1936,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1937,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1938,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1939,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1940,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1941,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1942,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1943,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1944,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1945,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1946,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1947,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1948,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1949,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1950,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1951,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1952,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1953,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1954,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1955,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1956,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1957,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1958,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1959,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1960,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1961,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1962,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1963,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1964,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1965,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1968,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1969,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1970,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1971,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1972,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1973,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1974,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1975,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1976,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1977,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1978,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1979,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1980,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1981,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1982,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1983,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1984,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1985,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1986,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1987,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
southern quebec,45.5031824,-73.5698065,1988,1,dendrochronological samples from tree cores,Berguet et al. 2021 spatiotemp dyn 20th cent sbw.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1858,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1859,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1860,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1861,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1862,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1863,1,dendrochronological samples from tree cores,Blais 1954.pdf
"northwestern ontario, canada",54.0245941,-89.1618188,1864,1,dendrochronological samples from tree cores,Blais 1954.pdf
"southern quebec, canada",45.5031824,-73.5698065,1564,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1565,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1566,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1567,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1568,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1569,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1570,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1571,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1572,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1573,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1574,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1575,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1576,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1577,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1578,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1606,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1607,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1608,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1609,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1610,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1611,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1612,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1613,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1614,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1615,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1616,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1617,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1618,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1619,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1630,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1631,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1632,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1633,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1634,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1635,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1636,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1637,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1638,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1647,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1648,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1649,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1650,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1651,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1652,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1653,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1654,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1655,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1656,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1657,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1658,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1659,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1660,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1661,2,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1664,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1665,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1666,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1667,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1668,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1669,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1670,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1706,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1707,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1708,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1709,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1710,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1711,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1712,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1713,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1714,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1715,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1716,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1717,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1754,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1755,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1756,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1757,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1758,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1759,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1760,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1761,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1762,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1763,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1764,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1765,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1807,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1808,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1809,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1810,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1811,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1812,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
"southern quebec, canada",45.5031824,-73.5698065,1813,1,dendrochronological samples from historical buildings | dendrochronological samples from tree cores,Boulanger et al. 2012 SBW outbreaks 400 yrs.pdf
