file_name,been_processed,relevance
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Congratulations_to_The_Canadian_Entomologist_on_this_its_sesquicentennial_anniversary.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\C_P_Alexander_review1.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Daily_oviposition_pattern_of_Lambdina_fiscellaria_Lepidoptera_Geometridae_under_laboratory_condition.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Developing_techniques_for_monitoring_forest_tent_caterpillar_populations_using_synthetic_pheromones.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Diapause_and_voltinism_in_western_and_2-year-cycle_spruce_budworms_Lepidoptera_Tortricidae_and_their.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Diversity_species_richness_and_abundance_of_spiders_Araneae_in_different_strata_of_boreal_white_spru.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Does_spruce_budworm_Lepidoptera_Tortricidae_rearing_diet_influence_larval_parasitism.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Ecological_applications_of_pheromone_trapping_of_Malacosoma_disstria_and_Choristoneura_conflictana.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Economic_analysis_of_forest_insect_pests_in_Canada.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effects_of_azadirachtin-based_insecticides_on_the_egg_parasitoid_Trichogramma_minutum_Hymenoptera_Tr.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effects_of_diapause_duration_on_postdiapause_performance_of_spruce_budworm_Lepidoptera_Tortricidae_d.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effects_of_tebufenozide_on_the_assemblage_of_moths_Lepidoptera_in_an_operational_spruce_budworm_Lepi.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effect_of_artificial_diet_components_on_conspecific_repellency_of_larval_oral_secretions_from_wester.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effect_of_habitat_type_and_pitfall_trap_installation_on_captures_of_epigaeic_arthropod_assemblages_i.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Effect_of_natal_and_colonised_host_species_on_female_host_acceptance_and_male_joining_behaviour_of_t.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Efficacy_of_five_pheromone_trap_designs_in_trapping_male_Grapholita_libertina_Lepidoptera_Tortricida.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Efficacy_of_Piper_nigrum_Piperaceae_extract_for_control_of_insect_defoliators_of_forest_and_ornament.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Elucidating_pheromone_and_host_volatile_components_attractive_to_the_spruce_beetle_Dendroctonus_rufi.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Epizootic_occurrence_of_Entomophaga_maimaiga_at_the_leading_edge_of_an_expanding_population_of_the_g.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\ERRATUM.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Evaluating_acephate_and_azadirachtin_for_control_of_Psyllopsis_discrepans_Flor_Hemiptera_Psyllidae_a.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Fecundity_and_recruitment_of_eggs_during_outbreaks_of_the_spruce_budworm.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\First_North_American_records_of_Batrachedra_pinicolella_Lepidoptera_Batrachedridae_a_Palearctic_need.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Foliage_architecture_explains_oviposition_preference_of_spruce_budworm_Lepidoptera_Tortricidae_for_w.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Forest_entomology_in_Canada_celebrating_a_century_of_science_excellence.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\From_branch_to_bench_establishing_wild_spruce_budworm_populations_into_laboratory_colonies_for_the_e.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Historical_trends_in_Canadian_forest_entomology.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Hitching_a_ride_firewood_as_a_potential_pathway_for_range_expansion_of_an_exotic_beech_leaf-mining_w.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Host-range_testing_of_a_mixture_of_two_nucleopolyhedroviruses_of_Choristoneura_fumiferana_Lepidopter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Hosttree_oviposition_preference_of_balsam_fir_sawfly_Neodiprion_abietis_Hymenoptera_Diprionidae_in_N.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\How_do_primary_nutrients_affect_the_performance_and_preference_of_forest_tent_caterpillars_on_trembl.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Identification_and_ecological_characterisation_of_Choristoneura_occidentalis_Lepidoptera_Tortricidae.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Identification_of_cocoons_of_Apanteles_and_Dolichogenidea_Hymenoptera_Braconidae_species_attacking_C.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Impacts_of_insect_outbreaks_on_tree_mortality_productivity_and_stand_development.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Impact_of_endosulfan_on_the_predatory_efficiency_of_larval_Chrysoperla_carnea_Neuroptera_Chrysopidae.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Index_for_Volume_137_2005_Index_pour_le_volume_137_2005.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Index_for_Volume_138_2006_Index_pour_le_volume_138_2006.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Index_for_Volume_139_2007_Index_pour_le_volume_139_2007.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Index_for_Volume_143_2011_Index_pour_le_volume_143_2011.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Infection_by_Nosema_fumiferanae_Microsporidia_Nosematidae_and_feeding_on_previous-years_foliage_do_n.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Influence_of_epicuticular-wax_composition_on_the_feeding_pattern_of_a_phytophagous_insect_implicatio.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Influence_of_habitat_and_microhabitat_on_carabid_Coleoptera_Carabidae_assemblages_in_four_stand_type.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Insects_affecting_regenerating_conifers_in_Canada_natural_history_and_management.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Interaction_of_foliage_and_larval_age_influences_preference_and_performance_of_a_geometrid_caterpill.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Larval_diet_prior_to_and_following_virus_ingestion_influences_the_efficacy_of_two_nucleopolyhedrovir.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Methods_for_estimating_and_modelling_spruce_budworm_development_rates_at_constant_temperatures.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Multiple_effects_of_tebufenozide_on_the_survival_and_performance_of_the_spruce_budworm_Lepidoptera_T.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Natural_history_of_Symmetrischema_lavernella_Lepidoptera_Gelechiidae_a_moth_with_two_feeding_strateg.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Nontarget_impacts_of_insecticide-based_population_control_of_eastern_spruce_budworm_Lepidoptera_Tort.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Nutritional_stress_causes_male-biased_sex_ratios_in_eastern_spruce_budworm_Lepidoptera_Tortricidae.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Observations_on_the_feeding_behaviour_of_late-instar_larvae_of_Choristoneura_fumiferana.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Occurrence_and_habitat_of_the_endangered_white_flower_moth_Schinia_bimatris_Lepidoptera_Noctuidae_in.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Oviposition_response_of_spruce_budworm_Lepidoptera_Tortricidae_to_host_terpenes_and_green-leaf_volat.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Parasitoid_community_responds_indiscriminately_to_fluctuating_spruce_budworm_Lepidoptera_Tortricidae.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Parasitoid_complex_and_bionomics_of_Apanteles_polychrosidis_Hymenoptera_Braconidae_on_the_ash_leaf-c.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Pheromone_released_from_polyvinyl_chloride_dispensers_disrupts_mate-finding_and_pheromone-source_loc.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Phylogenetic_framework_for_Dioryctria_Lepidoptera_Pyralidae_Phycitinae_based_on_combined_analysis_of.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Population_dynamics_and_epidemiology_of_four_species_of_Dendroctonus_Coleoptera_Curculionidae_100_ye.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Population_studies_of_tree-defoliating_insects_in_Canada_a_century_in_review.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Predicting_defoliation_by_Choristoneura_biennis_Lepidoptera_Tortricidae.pdf,1,1
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Predicting_the_seasonal_development_of_the_yellowheaded_spruce_sawfly_Hymenoptera_Tenthredinidae_in_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Prevalence_of_baculoviruses_in_spruce_budworm_Lepidoptera_Tortricidae_populations_in_New_Brunswick.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Receptor_characterization_of_nontarget_butterflies_for_risk_assessment_of_biological_control_with_th.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Release_of_native_Trichogramma_minutum_to_control_grape_berry_moth.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Remote_sensing_of_forest_pest_damage_a_review_and_lessons_learned_from_a_Canadian_perspective.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Review_and_identification_keys_to_the_ichneumonid_parasitoids_Hymenoptera_Ichneumonidae_of_Nearctic_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Rove_beetles_Coleoptera_Staphylinidae_in_red_spruce_stands_eastern_Canada_diversity_abundance_and_de.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Rove_beetles_Coleoptera_Staphylinidae_in_yellow_birch-dominated_stands_of_southeastern_Quebec_Canada.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Sampling_plan_for_Adelges_cooleyi_Hemiptera_Adelgidae_in_spruce_seed_orchards.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Source_and_spread_dynamics_of_mountain_pine_beetle_in_central_Alberta_Canada.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Species_of_Telenomus_Hymenoptera_Scelionidae_associated_with_the_hemlock_looper_Lepidoptera_Geometri.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Spruce_beetle_Coleoptera_Scolytidae_parasitoids_cephalic_morphology_of_larvae_and_a_key_to_species_H.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Structure_and_conservation_of_lepidopteran_communities_in_managed_forests_of_northeastern_North_Amer.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Synergisitic_effect_of_chitinases_and_Bacillus_thuringiensis_israelensis_spore-toxin_complex_against.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_144_issue_3_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_145_issue_5_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_146_issue_2_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_146_issue_3_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_146_issue_6_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_1_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_2_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_2_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_3_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_4_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_5_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_6_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_6_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_S1_Cover_and_Back_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_148_issue_S1_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_149_issue_2_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_153_issue_3_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\TCE_volume_153_issue_4_Cover_and_Front_matter.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Temporal_variations_in_abiotic_conditions_exert_little_influence_on_diurnal_activity_of_late-instar_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\The_elements_of_seasonal_adaptations_in_insects.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\The_influence_of_Canadian_research_on_semiochemical-based_management_of_forest_insect_pests_in_Canad.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Toxicity_of_two_Engelmann_spruce_Pinaceae_monoterpene_chemotypes_from_the_southern_Rocky_Mountains_t.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Triterpenoid_saponins_synergize_insecticidal_pea_peptides_effect_on_feeding_and_survival_of_Sitophil.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Virulence_of_the_entomopathogenic_fungus_Lecanicillium_Deuteromycota_Hyphomycetes_to_Pissodes_strobi.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Canadian Entomologist\Virus_loads_in_Douglas-fir_tussock_moth_larvae_infected_with_the_Orgyia_pseudotsugata_nucleopolyhedr.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Analysis of antifreeze proteins within spruce budworm sister species.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Balancing risks of disturbance from mountain pine beetle and western spruce budworm.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Effect of temperature on mortality and recovery of spruce budworm _Lepidoptera_ Tortricidae_ exposed to Bacillus thuringiensis Berliner.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Foliar persistence and residual activity of tebufenozide against spruce budworm larvae.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Impact of a spruce budworm outbreak in balsam fir and subsequent stand development over a 40-year period.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Impact of balsam fir flowering on pollen and foliage biochemistry in relation to spruce budworm growth_ development and food utilization.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Impact of balsam fir foliage age on sixth-instar spruce budworm growth_ development_ and food utilization.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Incidence of parasitoids attacking endemic spruce budworm _Lepidoptera_ Tortricidae_ populations in New Brunswick.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Reinvestigation confirms action of Δ11-desaturases in spruce budworm moth sex pheromone biosynthesis.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Sensor band selection for detecting current defoliation caused by the spruce budworm.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)The Interaction of the Spruce Budworm_ Choristoneura fumiferana _Clem.__ and the Parasite Apanteles fumiferanae Vier. 1.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)Using Landsat to assess the relationship between spatiotemporal patterns of western spruce budworm outbreaks and regional-scale weather variability.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\(2)__ACTIVE ARTHROPOD SECRETIONS_ X. SEX PHEROMONE OF THE EASTERN SPRUCE BUDWORM_ CHORISTONEURA FUMIFERANA _LEPIDOPTERA__.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\3.5 Suppression of spruce budworm populations by Trichogramma minutum Riley_ 1982_1986.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A 2-year study of the efficacy of Bacillus thuringiensis_chitinase combinations in spruce budworm _Choristoneura fumiferana_ control.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A 2-year study of virus_chemical insecticide combination in the integrated control of the spruce budworm_ Choristoneura fumiferana _Tortricidae_ Lepidoptera_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A 90-year sea warming trend explains outbreak patterns of western spruce budworm on Vancouver Island.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A bioassay technique for Entomophthora sphaerosperma on the spruce budworm_ Choristoneura fumiferana.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A Cartographic History of Spruce Budworm Outbreaks and Aerial Forest Spraying in the Atlantic Region of North America_ 1949_19591.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A cartographic representation of Spruce budworm_ Choristoneura fumiferana _Clem.__ infestation in Eastern Canada _1909-1966_..pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A chemical residue survey in relation to the 1930 spruce budworm spray program in New Brunswick _Canada_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A conceptual framework for the spruce budworm early intervention strategy_ can outbreaks be stopped_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A dendroecological reconstruction of western spruce budworm outbreaks _Choristoneura occidentalis_ in the Front Range_ Colorado_ from 1720 to 1986.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A dosing technique and the effects of sub-lethal doses of Nosema fumiferanae _Microsporida_ on its host the spruce budworm_ Choristoneura fumiferana.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A history of recent infestations of the spruce budworm in northwestern Ontario_ and an estimate of resultant timber losses.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A Laboratory Method for Rearing the Spruce Budworm_ Choristoneura fumiferana _Clem.___Lepidoptera_ Tortricidae_ 1.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A LARGE-CAPACITY PHEROMONE TRAP FOR SPRUCE BUDWORM MOTHS _LEPIDOPTERA_ TORTRICIDAE_ 1_ 2.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A life system simulation model for improving inundative releases of the egg parasite_ Trichogramma minutum against the spruce budworm.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A long-term bird census in spruce budworm-prone balsam fir habitats in northwestern New Brunswick.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A mathematical analysis of Jones_s site model for spruce budworm infestations.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A method of rapid forest survey for mapping vulnerability to spruce budworm damage.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A method to calculate the losses caused by western spruce budworm in uneven-aged Douglas fir forests of British Columbia.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A method to determine effects of spruce budworm on stand yield and wood supply projections for New Brunswick.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A millennial-scale reconstruction of spruce budworm abundance in Saguenay_ Quéebec_ Canada.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A molt-associated chitinase cDNA from the spruce budworm_ Choristoneura fumiferana.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A multi-scale analysis of western spruce budworm outbreak dynamics.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A multicentury dendrochronological reconstruction of western spruce budworm outbreaks in the Okanogan Highlands_ northeastern Washington.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A new name for the western spruce budworm _Lepidoptera_ Tortricidae__.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A new paleoecological approach to reconstruct long-term history of spruce budworm outbreaks.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A nuclear and a cytoplasmic polyhedral virus disease of the spruce budworm.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A NUMERICAL STUDY OF THE SPRUCE BUDWORM REACTION_DIFFUSION EQUATION WITH HOSTILE BOUNDARIES.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A polydnavirus from the spruce budworm parasitoid_ Tranosema rostrale _Ichneumonidae_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A process-oriented model of spruce budworm phenology _Lepidoptera_ Tortricidae_.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A recent spruce budworm outbreak in the Lower St. Lawrence and Gaspé Peninsula with reference to aerial spraying operations.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A Relation Between April and May Temperatures and Spruce Budworm Larval Emergence1.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A relationship between photoperiod and cold-storage treatment in the spruce budworm.pdf,1,0
E:\NIMBioS\SBW\SBW Literature\Google Scholar\A review of the interaction between forest birds and eastern spruce budworm.pdf,1,0
