area,latitude,longitude,year,outbreak
eastern quebec,48.6146774,-66.066572550089,1973,no
eastern quebec,48.6146774,-66.066572550089,1974,no
eastern quebec,48.6146774,-66.066572550089,1975,no
eastern quebec,48.6146774,-66.066572550089,1976,no
eastern quebec,48.6146774,-66.066572550089,1977,no
eastern quebec,48.6146774,-66.066572550089,1978,no
eastern quebec,48.6146774,-66.066572550089,1979,no
eastern quebec,48.6146774,-66.066572550089,1980,no
eastern quebec,48.6146774,-66.066572550089,1981,no
eastern quebec,48.6146774,-66.066572550089,1982,no
eastern quebec,48.6146774,-66.066572550089,1983,no
eastern quebec,48.6146774,-66.066572550089,1984,no
eastern quebec,48.6146774,-66.066572550089,1985,no
eastern quebec,48.6146774,-66.066572550089,1986,no
eastern quebec,48.6146774,-66.066572550089,1987,no
eastern quebec,48.6146774,-66.066572550089,1988,no
northern quebec,58.1066864,-68.4038778,1968,no
northern quebec,58.1066864,-68.4038778,1969,no
northern quebec,58.1066864,-68.4038778,1970,no
northern quebec,58.1066864,-68.4038778,1971,no
northern quebec,58.1066864,-68.4038778,1972,no
northern quebec,58.1066864,-68.4038778,1973,no
northern quebec,58.1066864,-68.4038778,1974,no
northern quebec,58.1066864,-68.4038778,1975,no
northern quebec,58.1066864,-68.4038778,1976,no
northern quebec,58.1066864,-68.4038778,1977,no
northern quebec,58.1066864,-68.4038778,1978,no
northern quebec,58.1066864,-68.4038778,1979,no
northern quebec,58.1066864,-68.4038778,1980,no
northern quebec,58.1066864,-68.4038778,1981,no
northern quebec,58.1066864,-68.4038778,1982,no
northern quebec,58.1066864,-68.4038778,1983,no
northern quebec,58.1066864,-68.4038778,1984,no
northern quebec,58.1066864,-68.4038778,1985,no
northern quebec,58.1066864,-68.4038778,1986,no
northern quebec,58.1066864,-68.4038778,1987,no
northern quebec,58.1066864,-68.4038778,1988,no
central southern quebec,45.8864303,-72.5018764,1968,yes
central southern quebec,45.8864303,-72.5018764,1969,yes
central southern quebec,45.8864303,-72.5018764,1970,yes
central southern quebec,45.8864303,-72.5018764,1971,yes
central southern quebec,45.8864303,-72.5018764,1972,yes
central southern quebec,45.8864303,-72.5018764,1973,yes
central southern quebec,45.8864303,-72.5018764,1974,yes
central southern quebec,45.8864303,-72.5018764,1975,yes
central southern quebec,45.8864303,-72.5018764,1976,yes
central southern quebec,45.8864303,-72.5018764,1977,yes
central southern quebec,45.8864303,-72.5018764,1978,yes
central southern quebec,45.8864303,-72.5018764,1979,yes
central southern quebec,45.8864303,-72.5018764,1980,yes
central southern quebec,45.8864303,-72.5018764,1981,yes
central southern quebec,45.8864303,-72.5018764,1982,yes
central southern quebec,45.8864303,-72.5018764,1983,yes
central southern quebec,45.8864303,-72.5018764,1984,yes
central southern quebec,45.8864303,-72.5018764,1985,yes
central southern quebec,45.8864303,-72.5018764,1986,yes
central southern quebec,45.8864303,-72.5018764,1987,yes
central southern quebec,45.8864303,-72.5018764,1988,yes
laurentide park quebec,46.6070866,-75.1209782075808,1700,yes
laurentide park quebec,46.6070866,-75.1209782075808,1701,yes
laurentide park quebec,46.6070866,-75.1209782075808,1702,yes
laurentide park quebec,46.6070866,-75.1209782075808,1703,yes
laurentide park quebec,46.6070866,-75.1209782075808,1704,yes
laurentide park quebec,46.6070866,-75.1209782075808,1705,yes
laurentide park quebec,46.6070866,-75.1209782075808,1706,yes
laurentide park quebec,46.6070866,-75.1209782075808,1707,yes
laurentide park quebec,46.6070866,-75.1209782075808,1708,yes
laurentide park quebec,46.6070866,-75.1209782075808,1709,yes
laurentide park quebec,46.6070866,-75.1209782075808,1710,yes
laurentide park quebec,46.6070866,-75.1209782075808,1711,yes
laurentide park quebec,46.6070866,-75.1209782075808,1712,yes
laurentide park quebec,46.6070866,-75.1209782075808,1713,yes
laurentide park quebec,46.6070866,-75.1209782075808,1714,yes
laurentide park quebec,46.6070866,-75.1209782075808,1715,yes
laurentide park quebec,46.6070866,-75.1209782075808,1716,yes
laurentide park quebec,46.6070866,-75.1209782075808,1717,yes
laurentide park quebec,46.6070866,-75.1209782075808,1718,yes
laurentide park quebec,46.6070866,-75.1209782075808,1719,yes
laurentide park quebec,46.6070866,-75.1209782075808,1720,yes
laurentide park quebec,46.6070866,-75.1209782075808,1721,yes
laurentide park quebec,46.6070866,-75.1209782075808,1722,yes
laurentide park quebec,46.6070866,-75.1209782075808,1723,yes
laurentide park quebec,46.6070866,-75.1209782075808,1724,yes
laurentide park quebec,46.6070866,-75.1209782075808,1725,yes
laurentide park quebec,46.6070866,-75.1209782075808,1726,yes
laurentide park quebec,46.6070866,-75.1209782075808,1727,yes
laurentide park quebec,46.6070866,-75.1209782075808,1728,yes
laurentide park quebec,46.6070866,-75.1209782075808,1729,yes
laurentide park quebec,46.6070866,-75.1209782075808,1730,yes
laurentide park quebec,46.6070866,-75.1209782075808,1731,yes
laurentide park quebec,46.6070866,-75.1209782075808,1732,yes
laurentide park quebec,46.6070866,-75.1209782075808,1733,yes
laurentide park quebec,46.6070866,-75.1209782075808,1734,yes
laurentide park quebec,46.6070866,-75.1209782075808,1735,yes
laurentide park quebec,46.6070866,-75.1209782075808,1736,yes
laurentide park quebec,46.6070866,-75.1209782075808,1737,yes
laurentide park quebec,46.6070866,-75.1209782075808,1738,yes
laurentide park quebec,46.6070866,-75.1209782075808,1739,yes
laurentide park quebec,46.6070866,-75.1209782075808,1740,yes
laurentide park quebec,46.6070866,-75.1209782075808,1741,yes
laurentide park quebec,46.6070866,-75.1209782075808,1742,yes
laurentide park quebec,46.6070866,-75.1209782075808,1743,yes
laurentide park quebec,46.6070866,-75.1209782075808,1744,yes
laurentide park quebec,46.6070866,-75.1209782075808,1745,yes
laurentide park quebec,46.6070866,-75.1209782075808,1746,yes
laurentide park quebec,46.6070866,-75.1209782075808,1747,yes
laurentide park quebec,46.6070866,-75.1209782075808,1748,yes
laurentide park quebec,46.6070866,-75.1209782075808,1749,yes
laurentide park quebec,46.6070866,-75.1209782075808,1750,yes
laurentide park quebec,46.6070866,-75.1209782075808,1751,yes
laurentide park quebec,46.6070866,-75.1209782075808,1752,yes
laurentide park quebec,46.6070866,-75.1209782075808,1753,yes
laurentide park quebec,46.6070866,-75.1209782075808,1754,yes
laurentide park quebec,46.6070866,-75.1209782075808,1755,yes
laurentide park quebec,46.6070866,-75.1209782075808,1756,yes
laurentide park quebec,46.6070866,-75.1209782075808,1757,yes
laurentide park quebec,46.6070866,-75.1209782075808,1758,yes
laurentide park quebec,46.6070866,-75.1209782075808,1759,yes
laurentide park quebec,46.6070866,-75.1209782075808,1760,yes
laurentide park quebec,46.6070866,-75.1209782075808,1761,yes
laurentide park quebec,46.6070866,-75.1209782075808,1762,yes
laurentide park quebec,46.6070866,-75.1209782075808,1763,yes
laurentide park quebec,46.6070866,-75.1209782075808,1764,yes
laurentide park quebec,46.6070866,-75.1209782075808,1765,yes
laurentide park quebec,46.6070866,-75.1209782075808,1766,yes
laurentide park quebec,46.6070866,-75.1209782075808,1767,yes
laurentide park quebec,46.6070866,-75.1209782075808,1768,yes
laurentide park quebec,46.6070866,-75.1209782075808,1769,yes
laurentide park quebec,46.6070866,-75.1209782075808,1770,yes
laurentide park quebec,46.6070866,-75.1209782075808,1771,yes
laurentide park quebec,46.6070866,-75.1209782075808,1772,yes
laurentide park quebec,46.6070866,-75.1209782075808,1773,yes
laurentide park quebec,46.6070866,-75.1209782075808,1774,yes
laurentide park quebec,46.6070866,-75.1209782075808,1775,yes
laurentide park quebec,46.6070866,-75.1209782075808,1776,yes
laurentide park quebec,46.6070866,-75.1209782075808,1777,yes
laurentide park quebec,46.6070866,-75.1209782075808,1778,yes
laurentide park quebec,46.6070866,-75.1209782075808,1779,yes
laurentide park quebec,46.6070866,-75.1209782075808,1780,yes
laurentide park quebec,46.6070866,-75.1209782075808,1781,yes
laurentide park quebec,46.6070866,-75.1209782075808,1782,yes
laurentide park quebec,46.6070866,-75.1209782075808,1783,yes
laurentide park quebec,46.6070866,-75.1209782075808,1784,yes
laurentide park quebec,46.6070866,-75.1209782075808,1785,yes
laurentide park quebec,46.6070866,-75.1209782075808,1786,yes
laurentide park quebec,46.6070866,-75.1209782075808,1787,yes
laurentide park quebec,46.6070866,-75.1209782075808,1788,yes
laurentide park quebec,46.6070866,-75.1209782075808,1789,yes
laurentide park quebec,46.6070866,-75.1209782075808,1790,yes
laurentide park quebec,46.6070866,-75.1209782075808,1791,yes
laurentide park quebec,46.6070866,-75.1209782075808,1792,yes
laurentide park quebec,46.6070866,-75.1209782075808,1793,yes
laurentide park quebec,46.6070866,-75.1209782075808,1794,yes
laurentide park quebec,46.6070866,-75.1209782075808,1795,yes
laurentide park quebec,46.6070866,-75.1209782075808,1796,yes
laurentide park quebec,46.6070866,-75.1209782075808,1797,yes
laurentide park quebec,46.6070866,-75.1209782075808,1798,yes
laurentide park quebec,46.6070866,-75.1209782075808,1799,yes
laurentide park quebec,46.6070866,-75.1209782075808,1800,yes
laurentide park quebec,46.6070866,-75.1209782075808,1801,yes
laurentide park quebec,46.6070866,-75.1209782075808,1802,yes
laurentide park quebec,46.6070866,-75.1209782075808,1803,yes
laurentide park quebec,46.6070866,-75.1209782075808,1804,yes
laurentide park quebec,46.6070866,-75.1209782075808,1805,yes
laurentide park quebec,46.6070866,-75.1209782075808,1806,yes
laurentide park quebec,46.6070866,-75.1209782075808,1807,yes
laurentide park quebec,46.6070866,-75.1209782075808,1808,yes
laurentide park quebec,46.6070866,-75.1209782075808,1809,yes
laurentide park quebec,46.6070866,-75.1209782075808,1810,yes
laurentide park quebec,46.6070866,-75.1209782075808,1811,yes
laurentide park quebec,46.6070866,-75.1209782075808,1812,yes
laurentide park quebec,46.6070866,-75.1209782075808,1813,yes
laurentide park quebec,46.6070866,-75.1209782075808,1814,yes
laurentide park quebec,46.6070866,-75.1209782075808,1815,yes
laurentide park quebec,46.6070866,-75.1209782075808,1816,yes
laurentide park quebec,46.6070866,-75.1209782075808,1817,yes
laurentide park quebec,46.6070866,-75.1209782075808,1818,yes
laurentide park quebec,46.6070866,-75.1209782075808,1819,yes
laurentide park quebec,46.6070866,-75.1209782075808,1820,yes
laurentide park quebec,46.6070866,-75.1209782075808,1821,yes
laurentide park quebec,46.6070866,-75.1209782075808,1822,yes
laurentide park quebec,46.6070866,-75.1209782075808,1823,yes
laurentide park quebec,46.6070866,-75.1209782075808,1824,yes
laurentide park quebec,46.6070866,-75.1209782075808,1825,yes
laurentide park quebec,46.6070866,-75.1209782075808,1826,yes
laurentide park quebec,46.6070866,-75.1209782075808,1827,yes
laurentide park quebec,46.6070866,-75.1209782075808,1828,yes
laurentide park quebec,46.6070866,-75.1209782075808,1829,yes
laurentide park quebec,46.6070866,-75.1209782075808,1830,yes
laurentide park quebec,46.6070866,-75.1209782075808,1831,yes
laurentide park quebec,46.6070866,-75.1209782075808,1832,yes
laurentide park quebec,46.6070866,-75.1209782075808,1833,yes
laurentide park quebec,46.6070866,-75.1209782075808,1834,yes
laurentide park quebec,46.6070866,-75.1209782075808,1835,yes
laurentide park quebec,46.6070866,-75.1209782075808,1836,yes
laurentide park quebec,46.6070866,-75.1209782075808,1837,yes
laurentide park quebec,46.6070866,-75.1209782075808,1838,yes
laurentide park quebec,46.6070866,-75.1209782075808,1839,yes
laurentide park quebec,46.6070866,-75.1209782075808,1840,yes
laurentide park quebec,46.6070866,-75.1209782075808,1841,yes
laurentide park quebec,46.6070866,-75.1209782075808,1842,yes
laurentide park quebec,46.6070866,-75.1209782075808,1843,yes
laurentide park quebec,46.6070866,-75.1209782075808,1844,yes
laurentide park quebec,46.6070866,-75.1209782075808,1845,yes
laurentide park quebec,46.6070866,-75.1209782075808,1846,yes
laurentide park quebec,46.6070866,-75.1209782075808,1847,yes
laurentide park quebec,46.6070866,-75.1209782075808,1848,yes
laurentide park quebec,46.6070866,-75.1209782075808,1849,yes
laurentide park quebec,46.6070866,-75.1209782075808,1850,yes
laurentide park quebec,46.6070866,-75.1209782075808,1851,yes
laurentide park quebec,46.6070866,-75.1209782075808,1852,yes
laurentide park quebec,46.6070866,-75.1209782075808,1853,yes
laurentide park quebec,46.6070866,-75.1209782075808,1854,yes
laurentide park quebec,46.6070866,-75.1209782075808,1855,yes
laurentide park quebec,46.6070866,-75.1209782075808,1856,yes
laurentide park quebec,46.6070866,-75.1209782075808,1857,yes
laurentide park quebec,46.6070866,-75.1209782075808,1858,yes
laurentide park quebec,46.6070866,-75.1209782075808,1859,yes
laurentide park quebec,46.6070866,-75.1209782075808,1860,yes
laurentide park quebec,46.6070866,-75.1209782075808,1861,yes
laurentide park quebec,46.6070866,-75.1209782075808,1862,yes
laurentide park quebec,46.6070866,-75.1209782075808,1863,yes
laurentide park quebec,46.6070866,-75.1209782075808,1864,yes
laurentide park quebec,46.6070866,-75.1209782075808,1865,yes
laurentide park quebec,46.6070866,-75.1209782075808,1866,yes
laurentide park quebec,46.6070866,-75.1209782075808,1867,yes
laurentide park quebec,46.6070866,-75.1209782075808,1868,yes
laurentide park quebec,46.6070866,-75.1209782075808,1869,yes
laurentide park quebec,46.6070866,-75.1209782075808,1870,yes
laurentide park quebec,46.6070866,-75.1209782075808,1871,yes
laurentide park quebec,46.6070866,-75.1209782075808,1872,yes
laurentide park quebec,46.6070866,-75.1209782075808,1873,yes
laurentide park quebec,46.6070866,-75.1209782075808,1874,yes
laurentide park quebec,46.6070866,-75.1209782075808,1875,yes
laurentide park quebec,46.6070866,-75.1209782075808,1876,yes
laurentide park quebec,46.6070866,-75.1209782075808,1877,yes
laurentide park quebec,46.6070866,-75.1209782075808,1878,yes
laurentide park quebec,46.6070866,-75.1209782075808,1879,yes
laurentide park quebec,46.6070866,-75.1209782075808,1880,yes
laurentide park quebec,46.6070866,-75.1209782075808,1881,yes
laurentide park quebec,46.6070866,-75.1209782075808,1882,yes
laurentide park quebec,46.6070866,-75.1209782075808,1883,yes
laurentide park quebec,46.6070866,-75.1209782075808,1884,yes
laurentide park quebec,46.6070866,-75.1209782075808,1885,yes
laurentide park quebec,46.6070866,-75.1209782075808,1886,yes
laurentide park quebec,46.6070866,-75.1209782075808,1887,yes
laurentide park quebec,46.6070866,-75.1209782075808,1888,yes
laurentide park quebec,46.6070866,-75.1209782075808,1889,yes
laurentide park quebec,46.6070866,-75.1209782075808,1890,yes
laurentide park quebec,46.6070866,-75.1209782075808,1891,yes
laurentide park quebec,46.6070866,-75.1209782075808,1892,yes
laurentide park quebec,46.6070866,-75.1209782075808,1893,yes
laurentide park quebec,46.6070866,-75.1209782075808,1894,yes
laurentide park quebec,46.6070866,-75.1209782075808,1895,yes
laurentide park quebec,46.6070866,-75.1209782075808,1896,yes
laurentide park quebec,46.6070866,-75.1209782075808,1897,yes
laurentide park quebec,46.6070866,-75.1209782075808,1898,yes
laurentide park quebec,46.6070866,-75.1209782075808,1899,yes
laurentide park quebec,46.6070866,-75.1209782075808,1900,yes
laurentide park quebec,46.6070866,-75.1209782075808,1901,yes
laurentide park quebec,46.6070866,-75.1209782075808,1902,yes
laurentide park quebec,46.6070866,-75.1209782075808,1903,yes
laurentide park quebec,46.6070866,-75.1209782075808,1904,yes
laurentide park quebec,46.6070866,-75.1209782075808,1905,yes
laurentide park quebec,46.6070866,-75.1209782075808,1906,yes
laurentide park quebec,46.6070866,-75.1209782075808,1907,yes
laurentide park quebec,46.6070866,-75.1209782075808,1908,yes
laurentide park quebec,46.6070866,-75.1209782075808,1909,yes
laurentide park quebec,46.6070866,-75.1209782075808,1910,yes
laurentide park quebec,46.6070866,-75.1209782075808,1911,yes
laurentide park quebec,46.6070866,-75.1209782075808,1912,yes
laurentide park quebec,46.6070866,-75.1209782075808,1913,yes
laurentide park quebec,46.6070866,-75.1209782075808,1914,yes
laurentide park quebec,46.6070866,-75.1209782075808,1915,yes
laurentide park quebec,46.6070866,-75.1209782075808,1916,yes
laurentide park quebec,46.6070866,-75.1209782075808,1917,yes
laurentide park quebec,46.6070866,-75.1209782075808,1918,yes
laurentide park quebec,46.6070866,-75.1209782075808,1919,yes
laurentide park quebec,46.6070866,-75.1209782075808,1920,yes
laurentide park quebec,46.6070866,-75.1209782075808,1921,yes
laurentide park quebec,46.6070866,-75.1209782075808,1922,yes
laurentide park quebec,46.6070866,-75.1209782075808,1923,yes
laurentide park quebec,46.6070866,-75.1209782075808,1924,yes
laurentide park quebec,46.6070866,-75.1209782075808,1925,yes
laurentide park quebec,46.6070866,-75.1209782075808,1926,yes
laurentide park quebec,46.6070866,-75.1209782075808,1927,yes
laurentide park quebec,46.6070866,-75.1209782075808,1928,yes
laurentide park quebec,46.6070866,-75.1209782075808,1929,yes
laurentide park quebec,46.6070866,-75.1209782075808,1930,yes
laurentide park quebec,46.6070866,-75.1209782075808,1931,yes
laurentide park quebec,46.6070866,-75.1209782075808,1932,yes
laurentide park quebec,46.6070866,-75.1209782075808,1933,yes
laurentide park quebec,46.6070866,-75.1209782075808,1934,yes
laurentide park quebec,46.6070866,-75.1209782075808,1935,yes
laurentide park quebec,46.6070866,-75.1209782075808,1936,yes
laurentide park quebec,46.6070866,-75.1209782075808,1937,yes
laurentide park quebec,46.6070866,-75.1209782075808,1938,yes
laurentide park quebec,46.6070866,-75.1209782075808,1939,yes
laurentide park quebec,46.6070866,-75.1209782075808,1940,yes
laurentide park quebec,46.6070866,-75.1209782075808,1941,yes
laurentide park quebec,46.6070866,-75.1209782075808,1942,yes
laurentide park quebec,46.6070866,-75.1209782075808,1943,yes
laurentide park quebec,46.6070866,-75.1209782075808,1944,yes
laurentide park quebec,46.6070866,-75.1209782075808,1945,yes
laurentide park quebec,46.6070866,-75.1209782075808,1946,yes
laurentide park quebec,46.6070866,-75.1209782075808,1947,yes
laurentide park quebec,46.6070866,-75.1209782075808,1948,yes
laurentide park quebec,46.6070866,-75.1209782075808,1949,yes
laurentide park quebec,46.6070866,-75.1209782075808,1950,yes
laurentide park quebec,46.6070866,-75.1209782075808,1951,yes
laurentide park quebec,46.6070866,-75.1209782075808,1952,yes
laurentide park quebec,46.6070866,-75.1209782075808,1953,yes
laurentide park quebec,46.6070866,-75.1209782075808,1954,yes
laurentide park quebec,46.6070866,-75.1209782075808,1955,yes
laurentide park quebec,46.6070866,-75.1209782075808,1956,yes
laurentide park quebec,46.6070866,-75.1209782075808,1957,yes
laurentide park quebec,46.6070866,-75.1209782075808,1958,yes
laurentide park quebec,46.6070866,-75.1209782075808,1959,yes
laurentide park quebec,46.6070866,-75.1209782075808,1960,yes
laurentide park quebec,46.6070866,-75.1209782075808,1961,yes
laurentide park quebec,46.6070866,-75.1209782075808,1962,yes
laurentide park quebec,46.6070866,-75.1209782075808,1963,yes
laurentide park quebec,46.6070866,-75.1209782075808,1964,yes
laurentide park quebec,46.6070866,-75.1209782075808,1965,yes
laurentide park quebec,46.6070866,-75.1209782075808,1966,yes
laurentide park quebec,46.6070866,-75.1209782075808,1967,yes
